#     t_0 (HJD)       u_0    t_E (d)     rho 
# 2458310.77700  0.006689    15.8860 0.00010 
# 
# Data are perfect.
2.458177449017338920e+06 1.941604679807578648e+01 1.085736204758129542e-02
2.458177554959319532e+06 1.941604598822273431e+01 1.085736204758129542e-02
2.458177660901300143e+06 1.941604517524816842e+01 1.085736204758129542e-02
2.458177766843280755e+06 1.941604435913772519e+01 1.085736204758129542e-02
2.458177872785261832e+06 1.941604353987695220e+01 1.085736204758129542e-02
2.458177978727242444e+06 1.941604271745132593e+01 1.085736204758129542e-02
2.458178084669223055e+06 1.941604189184624829e+01 1.085736204758129542e-02
2.458178190611203667e+06 1.941604106304703947e+01 1.085736204758129542e-02
2.458178296553184278e+06 1.941604023103893084e+01 1.085736204758129542e-02
2.458178402495164890e+06 1.941603939580709337e+01 1.085736204758129542e-02
2.458178508437145501e+06 1.941603855733660566e+01 1.085736204758129542e-02
2.458178614379126113e+06 1.941603771561246461e+01 1.085736204758129542e-02
2.458178720321106724e+06 1.941603687061959960e+01 1.085736204758129542e-02
2.458178826263087802e+06 1.941603602234284409e+01 1.085736204758129542e-02
2.458178932205068413e+06 1.941603517076696406e+01 1.085736204758129542e-02
2.458179038147049025e+06 1.941603431587662598e+01 1.085736204758129542e-02
2.458179144089029636e+06 1.941603345765643240e+01 1.085736204758129542e-02
2.458179250031010248e+06 1.941603259609088994e+01 1.085736204758129542e-02
2.458179355972990859e+06 1.941603173116442349e+01 1.085736204758129542e-02
2.458179461914971471e+06 1.941603086286137625e+01 1.085736204758129542e-02
2.458179567856952082e+06 1.941602999116600969e+01 1.085736204758129542e-02
2.458179673798932694e+06 1.941602911606249293e+01 1.085736204758129542e-02
2.458179779740913305e+06 1.941602823753491336e+01 1.085736204758129542e-02
2.458179885682894383e+06 1.941602735556726955e+01 1.085736204758129542e-02
2.458179991624874994e+06 1.941602647014348193e+01 1.085736204758129542e-02
2.458180097566855606e+06 1.941602558124737143e+01 1.085736204758129542e-02
2.458180203508836217e+06 1.941602468886268085e+01 1.085736204758129542e-02
2.458180309450816829e+06 1.941602379297305703e+01 1.085736204758129542e-02
2.458180415392797440e+06 1.941602289356206157e+01 1.085736204758129542e-02
2.458180521334778052e+06 1.941602199061316725e+01 1.085736204758129542e-02
